# X_0;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;X_11;X_12;R_0;R_1;R_2;S_0;S_1;S_2;G_0;G_1;G_2;I_0;I_1;I_2
189650463198.65;254446163.02;9740.09;1.01;0.97;139.40;6.02;100.11;6.98;140.52;939.12;967624.61;115639.13;32505.42;116554.34;0.01;75190.76;47983.92;0.00;39690.09;-71817.48;-0.01;1.00;0.00;0.00
198946729711.69;237988279.30;10873.76;1.07;0.96;137.10;5.80;103.15;7.16;138.19;938.75;978283.35;106878.06;29898.86;103268.41;0.01;90146.81;55931.20;0.00;54626.14;-57091.80;-0.01;1.00;0.00;0.00
201138588614.61;241340042.91;10188.55;0.94;1.01;136.78;5.81;102.84;7.28;134.84;935.94;1228424.41;109629.14;29584.69;104645.52;0.01;85301.16;52725.12;0.00;58500.59;-44968.33;-0.01;1.00;0.00;0.00
217426261825.50;249730418.55;11057.17;1.00;1.02;136.77;5.75;102.50;7.09;135.36;935.97;1079732.13;94646.39;30730.73;107071.22;0.01;103657.39;61443.41;0.00;74912.90;-44215.47;-0.01;1.00;0.00;0.00
198600571304.81;234798846.68;10378.51;1.08;0.98;139.47;5.96;102.94;7.19;139.56;927.67;903929.03;80449.58;29789.50;106370.99;0.01;100203.85;58779.64;0.00;66567.49;-56624.74;-0.01;1.00;0.00;0.00
182312790074.56;244325433.75;10510.85;0.95;0.97;141.73;5.82;104.33;7.03;138.78;964.69;931487.26;91011.80;30826.05;109897.89;0.01;92572.13;56134.30;0.00;60474.42;-50091.28;-0.01;1.00;0.00;0.00
207301443336.76;238178200.91;9826.08;0.97;1.01;138.50;6.04;102.93;7.19;139.80;940.84;1126787.75;107964.10;30271.18;108679.22;0.01;83860.58;51457.55;0.00;55183.44;-53653.88;-0.01;1.00;0.00;0.00
194423482902.83;263030547.75;9118.86;1.02;1.05;138.38;5.78;101.69;7.21;142.66;989.29;893328.83;91870.27;34111.85;114669.33;0.01;83112.82;49766.70;0.00;52522.41;-65074.45;-0.01;1.00;0.00;0.00
190804803281.98;262153653.08;8121.41;0.91;1.00;138.98;5.78;100.13;7.05;136.38;920.82;1100357.11;87392.76;32502.69;114765.56;0.01;74240.75;44407.33;0.00;44207.19;-60617.69;-0.01;1.00;0.00;0.00
206013227128.64;245375656.06;10652.24;0.96;0.95;141.61;5.88;100.78;7.40;146.36;932.41;1025461.45;94100.48;32647.36;111362.62;0.01;96948.60;58083.61;0.00;61058.98;-51912.53;-0.01;1.00;0.00;0.00
192659267056.71;267784582.99;7466.19;1.07;0.96;140.20;5.76;101.43;7.03;138.26;914.01;944039.28;108700.52;33658.95;117982.29;0.01;59314.67;37420.66;0.00;20836.20;-90071.49;-0.01;1.00;0.00;0.00
202435634180.35;256405848.31;10152.54;1.00;0.97;135.54;5.84;99.81;7.07;145.90;969.43;1056625.13;95494.28;34008.77;110637.46;0.01;92828.68;55521.07;0.00;56071.73;-56952.27;-0.01;1.00;0.00;0.00
204980724033.68;252288374.80;10459.56;0.96;0.94;138.75;5.74;103.75;7.08;134.16;926.42;1118314.22;95405.44;30769.43;109587.79;0.01;94601.64;56806.26;0.00;59398.99;-52078.68;-0.01;1.00;0.00;0.00
209687041863.76;261432231.00;7871.77;0.96;1.03;140.40;5.87;98.56;7.06;136.00;953.65;1033908.81;110648.03;32322.93;117557.51;0.01;66486.15;40956.72;0.00;37608.98;-71008.40;-0.01;1.00;0.00;0.00
207505786062.90;258171678.85;9389.70;1.00;1.03;138.20;5.61;103.11;7.05;142.39;953.34;1051301.97;96045.89;33419.79;109226.65;0.01;85864.90;51353.27;0.00;54818.60;-56385.53;-0.01;1.00;0.00;0.00
207729821407.97;236921531.65;11065.15;1.01;1.03;137.29;5.63;101.34;7.06;139.44;924.08;825088.83;102928.27;30032.31;99900.04;0.01;93328.73;57524.55;0.00;66079.76;-41714.98;-0.01;1.00;0.00;0.00
198783130996.76;251941643.08;10397.65;1.09;1.02;138.88;5.67;100.80;7.22;144.96;954.52;928280.23;101611.81;33200.42;108117.22;0.01;89039.51;54564.14;0.00;54547.39;-61845.91;-0.01;1.00;0.00;0.00
199483632463.86;247465579.41;9232.95;0.98;1.07;137.45;5.80;103.85;6.96;138.34;944.87;1003651.30;95659.18;31123.12;107628.82;0.01;82288.72;49679.21;0.00;57513.90;-52301.80;-0.01;1.00;0.00;0.00
198215778640.20;261441272.54;9538.27;1.01;0.97;135.34;5.84;99.76;7.08;141.64;916.39;1097776.93;102199.04;33663.98;112617.37;0.01;80952.47;49777.78;0.00;44358.17;-65646.93;-0.01;1.00;0.00;0.00
196531884583.58;260443205.68;8883.04;0.92;1.02;140.15;5.64;102.42;7.07;143.11;944.60;1044612.86;118768.14;33883.02;112258.80;0.01;69433.00;44088.81;0.00;39818.88;-58596.91;-0.01;1.00;0.00;0.00
202674654608.61;263168422.67;10043.28;1.06;0.94;139.95;5.81;99.40;7.01;137.05;933.21;948250.16;111928.55;32788.70;116782.12;0.01;81241.70;50890.66;0.00;41853.72;-75860.97;-0.01;1.00;0.00;0.00
183645877751.42;253734674.34;9757.48;0.94;1.12;139.74;5.96;103.95;7.35;137.67;939.81;1016863.84;90877.69;31755.65;115240.82;0.01;85885.82;52092.11;0.00;66107.26;-50405.80;-0.01;1.00;0.00;0.00
178538704376.46;244692034.11;9514.95;1.04;1.02;137.95;5.58;101.26;6.90;139.94;931.00;1054746.24;93093.36;31129.50;102743.63;0.01;81297.77;49861.59;0.00;50403.06;-55936.63;-0.01;1.00;0.00;0.00
223939786264.67;247043736.90;10557.45;1.08;0.97;139.16;5.79;102.44;7.24;140.11;927.01;891115.79;110738.18;31466.60;108601.91;0.01;89308.65;54984.50;0.00;52856.81;-64189.94;-0.01;1.00;0.00;0.00
198558685935.16;255911721.33;9249.98;1.02;0.98;138.46;5.88;104.41;6.99;139.23;928.99;1190491.02;103081.03;32392.14;113551.16;0.01;79243.82;48553.07;0.00;44654.36;-68626.45;-0.01;1.00;0.00;0.00
181513772219.57;236698811.39;8465.17;1.04;1.14;136.05;5.86;104.59;7.22;140.34;943.29;991372.72;107059.86;30197.89;102862.22;0.01;67260.29;42431.19;0.00;45137.69;-58826.51;-0.01;1.00;0.00;0.00
213672072301.62;256799512.04;11235.11;1.10;1.03;140.90;5.71;100.89;7.35;136.83;968.40;1030754.69;85326.52;31943.11;112621.34;0.01;112248.29;65069.53;0.00;80767.29;-56501.88;-0.01;1.00;0.00;0.00
204720115531.07;254487326.15;11247.38;1.00;0.97;138.61;5.87;102.68;6.95;138.52;965.98;1145502.14;94878.68;32048.00;112882.52;0.01;104329.13;62076.48;0.00;68797.24;-52618.18;-0.01;1.00;0.00;0.00
192217757289.31;242297503.60;10523.56;1.04;0.92;134.20;5.87;102.30;7.19;138.92;928.27;868020.70;85969.53;30599.29;104083.68;0.01;95872.37;57417.41;0.00;56645.12;-55121.57;-0.01;1.00;0.00;0.00
198210585338.86;255475328.41;10627.21;0.99;1.03;139.54;5.74;104.72;6.99;138.80;911.37;1097773.87;101623.76;32235.69;111561.70;0.01;90245.01;55480.21;0.00;60829.15;-53139.22;-0.01;1.00;0.00;0.00
196521924803.46;260610137.03;8602.18;1.01;1.04;138.44;5.70;102.33;7.21;143.09;961.82;973698.11;89235.78;33901.13;112080.27;0.01;79735.96;47455.77;0.00;48760.73;-64103.50;-0.01;1.00;0.00;0.00
193958486535.98;263483234.96;9540.26;0.97;1.04;135.79;5.74;100.13;7.12;138.11;970.08;1005330.98;102210.38;33081.55;111933.73;0.01;81730.28;50077.93;0.00;53036.98;-56566.49;-0.01;1.00;0.00;0.00
185647068400.83;247925245.44;9909.34;0.94;0.96;136.76;5.88;102.68;6.83;142.02;951.04;989708.34;99572.74;32010.26;108756.60;0.01;83417.05;51453.24;0.00;50388.42;-52628.71;-0.01;1.00;0.00;0.00
188324064768.05;236703602.51;9084.21;1.08;0.96;144.46;5.73;103.37;7.33;138.02;962.91;983349.45;108132.39;29700.70;106880.97;0.01;73755.58;46134.67;0.00;38832.04;-71359.76;-0.01;1.00;0.00;0.00
194714013781.13;235832035.81;10113.76;1.00;0.99;143.23;5.88;101.33;7.01;140.34;922.36;915999.71;100135.83;30087.15;108390.69;0.01;84921.33;52431.50;0.00;54365.29;-56357.67;-0.01;1.00;0.00;0.00
192283329016.98;274734658.26;9873.42;1.01;1.07;143.27;5.74;100.84;7.09;139.75;947.10;995056.11;76171.40;34904.81;123345.94;0.01;98589.83;57161.93;0.00;70602.21;-63126.65;-0.01;1.00;0.00;0.00
192914184016.59;242847648.63;9221.14;1.00;0.94;133.97;5.88;103.46;7.19;139.22;944.04;1050192.21;94157.21;30735.65;104279.43;0.01;81884.54;49503.43;0.00;46742.12;-57143.79;-0.01;1.00;0.00;0.00
212332698183.97;236881538.17;9319.63;0.96;1.00;139.78;6.04;104.05;7.10;138.93;948.39;900221.20;112398.66;29918.19;109166.44;0.01;77076.32;47866.35;0.00;48384.94;-56538.83;-0.01;1.00;0.00;0.00
204125706231.87;248008421.56;10602.40;1.02;1.03;139.77;5.93;104.86;7.03;138.50;952.11;900550.02;106519.97;31226.03;112029.24;0.01;89021.75;54964.50;0.00;59994.49;-57810.42;-0.01;1.00;0.00;0.00
203723961303.03;247722872.94;9684.04;0.88;0.98;139.37;5.65;98.92;7.10;142.22;938.47;1020568.06;104294.21;32027.88;106423.85;0.01;82752.29;50753.26;0.00;52942.87;-43700.91;-0.01;1.00;0.00;0.00
202031308225.20;244661222.74;10283.53;1.04;0.92;138.62;5.81;101.94;7.08;136.37;956.95;1042355.02;90508.55;30331.77;107490.93;0.01;96168.80;57053.70;0.00;56890.70;-59442.29;-0.01;1.00;0.00;0.00
181339341629.71;245806925.34;8545.17;0.94;1.02;136.93;5.72;100.68;6.96;143.34;977.18;1112275.69;119624.70;32031.36;104951.85;0.01;65399.55;41880.99;0.00;36885.90;-55679.37;-0.01;1.00;0.00;0.00
202727730565.58;236763184.88;8912.96;1.04;1.07;140.59;5.79;102.41;7.31;132.40;924.16;1230032.58;104725.71;28497.81;105038.38;0.01;76449.39;46819.42;0.00;52176.65;-59521.18;-0.01;1.00;0.00;0.00
206339439765.49;255301828.27;10952.36;1.08;0.88;146.12;5.85;101.80;7.26;138.51;956.73;907551.80;87168.66;32147.65;119025.95;0.01;104426.73;61528.05;0.00;57549.85;-74519.52;-0.01;1.00;0.00;0.00
186175884156.51;239514660.54;8562.92;1.00;1.02;138.24;5.85;100.27;7.40;135.25;965.23;863648.32;81862.23;29448.90;105607.08;0.01;80511.77;47671.91;0.00;52867.73;-57105.62;-0.01;1.00;0.00;0.00
195159848029.13;244998533.81;10374.35;0.93;0.96;137.47;5.82;101.53;6.96;137.16;962.94;903106.75;117748.72;30549.63;106960.72;0.01;80695.22;51339.63;0.00;49438.22;-49708.20;-0.01;1.00;0.00;0.00
189997398479.31;242546873.58;10750.48;1.04;0.96;139.61;5.87;101.18;7.22;141.28;941.43;762562.29;95701.99;31151.10;108504.89;0.01;90701.83;55898.41;0.00;54493.30;-58909.34;-0.01;1.00;0.00;0.00
179181805304.78;256941327.23;10082.68;0.97;0.99;140.89;5.88;101.50;6.93;138.72;916.82;883931.48;103483.77;32402.38;116087.37;0.01;79166.55;50177.64;0.00;47211.79;-62984.85;-0.01;1.00;0.00;0.00
200978725834.49;251634227.46;9533.01;1.00;1.03;137.65;5.87;101.52;7.09;139.07;922.36;777124.46;109392.98;31813.69;110893.72;0.01;75610.49;47732.85;0.00;46449.14;-61177.42;-0.01;1.00;0.00;0.00
210344052538.83;233596538.27;11109.52;0.93;0.98;136.82;5.81;98.15;7.12;131.74;968.14;973796.80;88347.13;27975.74;101248.70;0.01;107412.75;62977.11;0.00;79204.91;-32710.68;-0.01;1.00;0.00;0.00
211246807491.25;257464107.79;9801.26;1.02;1.02;139.14;5.75;104.17;7.21;142.03;937.50;1015762.25;93352.43;33244.39;112436.90;0.01;90896.05;54088.08;0.00;58794.59;-59692.11;-0.01;1.00;0.00;0.00
191724557499.24;260377936.72;10398.85;1.02;0.97;136.31;5.65;98.65;7.03;140.42;951.91;891307.12;115729.36;33238.80;109356.95;0.01;80450.90;51294.17;0.00;44262.10;-61599.99;-0.01;1.00;0.00;0.00
188965643562.10;235696167.14;11030.44;0.97;1.04;139.95;5.72;100.42;6.92;143.19;936.05;1000926.32;101244.39;30680.41;102924.77;0.01;92129.18;56998.03;0.00;65617.58;-41158.63;-0.01;1.00;0.00;0.00
202895956361.84;246146518.49;9455.38;0.99;0.96;135.34;5.80;104.08;6.81;140.73;934.66;1028877.07;106364.52;31490.24;105416.58;0.01;79605.46;49099.78;0.00;45233.39;-57035.53;-0.01;1.00;0.00;0.00
200571287292.85;233148753.12;8757.29;1.05;1.02;141.28;5.82;103.40;7.14;139.52;929.78;853014.19;95574.17;29572.34;104605.16;0.01;76435.16;46506.20;0.00;47385.97;-61765.33;-0.01;1.00;0.00;0.00
191527547165.55;258534489.64;9030.66;1.05;1.01;141.82;5.67;103.87;6.89;133.95;955.15;1003605.20;105709.59;31482.67;113453.54;0.01;74780.96;46417.98;0.00;42284.00;-72072.17;-0.01;1.00;0.00;0.00
210334518329.28;262859629.92;9377.82;0.97;0.95;141.85;5.95;102.62;7.09;143.39;949.89;935393.59;100594.82;34264.62;120979.01;0.01;82919.60;50207.50;0.00;45589.18;-69611.30;-0.01;1.00;0.00;0.00
194979036221.25;244615970.85;9452.73;0.95;1.02;134.27;5.84;102.67;7.06;142.81;893.39;1050375.06;100153.96;31757.96;104646.72;0.01;79197.76;48938.65;0.00;50972.53;-49040.65;-0.01;1.00;0.00;0.00
207893867600.01;250531928.63;8818.90;0.95;1.01;140.43;5.72;101.44;7.17;139.22;943.62;1064701.88;86002.17;31709.15;109792.18;0.01;85685.84;50151.32;0.00;56658.72;-53252.91;-0.01;1.00;0.00;0.00
190656178859.00;255325294.55;10272.97;0.98;1.04;136.04;5.83;105.11;6.95;142.78;917.38;1072118.76;99528.69;33141.90;110524.09;0.01;86713.65;53430.01;0.00;57725.85;-52851.11;-0.01;1.00;0.00;0.00
183827638530.75;252395567.16;10855.28;1.00;0.98;140.20;5.77;99.61;7.16;140.09;942.97;1122874.90;103130.19;32143.49;111290.15;0.01;89706.65;55727.72;0.00;55349.99;-56974.34;-0.01;1.00;0.00;0.00
203215948730.96;261739455.12;11736.09;0.99;1.06;137.13;5.76;95.17;7.21;140.89;949.87;980145.34;102390.58;33523.97;112859.99;0.01;101460.43;61954.55;0.00;74495.62;-46160.23;-0.01;1.00;0.00;0.00
184501550290.38;262645015.50;11287.43;1.00;1.07;141.95;5.81;103.68;7.02;136.73;922.19;849829.54;109285.84;32646.94;118230.56;0.01;86884.04;55510.34;0.00;60551.78;-58652.77;-0.01;1.00;0.00;0.00
202808527924.84;264533028.47;8879.04;0.99;1.04;140.14;5.75;102.30;7.17;139.18;945.88;1092363.67;98731.25;33471.62;116303.52;0.01;78969.32;47713.78;0.00;49079.59;-65584.21;-0.01;1.00;0.00;0.00
201296679703.88;259279039.81;10130.30;0.98;1.01;138.68;5.76;102.69;7.20;140.34;937.86;943115.53;101951.02;33078.43;113010.62;0.01;86509.44;53070.23;0.00;54578.29;-57310.26;-0.01;1.00;0.00;0.00
183967791137.78;248084455.82;10420.94;0.94;1.05;137.36;5.76;102.79;7.17;140.13;954.61;1069296.63;85577.83;31604.79;107149.94;0.01;96177.87;57329.21;0.00;70933.71;-40995.87;-0.01;1.00;0.00;0.00
216100213705.97;257645976.27;10936.91;1.01;0.97;140.31;5.73;106.98;7.10;139.66;952.55;906127.77;95156.51;32711.47;112943.48;0.01;101065.07;60215.65;0.00;64605.46;-56274.94;-0.01;1.00;0.00;0.00
202702873030.74;254881240.09;8545.62;0.92;0.95;142.41;5.66;100.86;7.11;138.92;943.03;950756.94;88372.50;32190.10;112150.82;0.01;79921.70;47413.37;0.00;46414.53;-58186.71;-0.01;1.00;0.00;0.00
209516009982.34;276811912.76;9222.97;0.93;0.99;133.33;5.84;98.41;6.83;139.69;938.43;887885.84;98875.02;35151.57;117637.84;0.01;81293.76;49280.20;0.00;47955.71;-60540.67;-0.01;1.00;0.00;0.00
200360242319.08;261216528.66;10758.91;1.00;0.97;135.51;5.95;99.87;7.01;138.01;949.80;870858.46;96943.85;32773.00;114799.78;0.01;94242.45;57262.98;0.00;58733.23;-59396.88;-0.01;1.00;0.00;0.00
184291051070.18;249384642.06;9196.08;1.07;0.97;140.63;6.03;101.81;6.89;143.73;942.19;1166827.17;119302.55;32586.32;115298.94;0.01;70094.52;44962.33;0.00;32993.85;-79646.55;-0.01;1.00;0.00;0.00
191391754232.15;245316152.19;8775.99;1.01;1.02;134.94;5.79;101.43;7.14;142.36;952.34;888328.66;107869.25;31748.03;104545.76;0.01;70760.55;44380.07;0.00;40066.99;-60621.99;-0.01;1.00;0.00;0.00
189474136177.22;261779637.22;10222.85;0.95;0.98;140.38;5.95;101.25;7.28;136.80;937.74;1095029.54;104129.34;32556.32;119337.19;0.01;84859.36;52624.34;0.00;52405.13;-62183.29;-0.01;1.00;0.00;0.00
202083120936.03;246990319.31;10209.39;0.96;0.94;141.27;5.84;103.24;7.02;138.30;956.60;1058133.82;85626.29;31053.00;111160.96;0.01;98688.11;57866.53;0.00;62495.91;-52721.83;-0.01;1.00;0.00;0.00
204316819306.81;256672368.37;9796.03;1.11;0.94;137.62;5.53;99.31;6.88;138.37;926.13;986623.28;102156.89;32286.29;106634.25;0.01;84030.98;51462.72;0.00;43172.69;-70278.80;-0.02;1.00;0.00;0.00
200126215098.96;262115531.59;10033.95;1.04;1.00;136.15;5.81;104.78;6.93;137.43;959.26;1028905.50;85708.03;32748.28;113027.07;0.01;96380.85;56638.07;0.00;62331.79;-61063.59;-0.01;1.00;0.00;0.00
199663287250.90;233605188.94;10470.95;1.01;0.96;135.27;5.58;105.20;7.10;137.80;951.40;876947.93;86387.01;29263.57;96244.06;0.01;98168.39;58186.77;0.00;64597.39;-41535.51;-0.01;1.00;0.00;0.00
198064955751.76;266233108.96;9899.30;1.00;0.91;138.39;5.66;98.79;7.20;136.69;941.57;861536.02;98890.09;33082.06;113661.67;0.01;84753.12;51942.39;0.00;44126.80;-66691.11;-0.01;1.00;0.00;0.00
204493588696.05;256644095.66;11129.48;1.10;1.05;138.11;5.91;100.11;7.02;141.75;975.58;840218.71;95126.28;33072.21;114340.01;0.01;100489.45;60379.40;0.00;69278.04;-62134.78;-0.01;1.00;0.00;0.00
201851524589.44;244103018.49;9486.81;1.04;0.88;143.60;5.85;103.84;7.06;134.08;931.05;893788.66;94475.56;29754.25;111805.84;0.01;84097.89;50872.85;0.00;42742.76;-71952.93;-0.01;1.00;0.00;0.00
198160409787.16;247185650.28;10279.64;1.00;0.97;140.38;5.71;104.58;7.13;140.52;960.87;1005920.28;92353.04;31577.05;108047.06;0.01;94008.85;56222.96;0.00;59599.92;-53834.33;-0.01;1.00;0.00;0.00
217744777960.70;255747741.71;9390.10;1.10;0.99;142.76;5.77;103.58;7.31;145.13;960.68;1045433.81;100628.87;33741.76;114877.93;0.01;85850.84;51349.99;0.00;48247.89;-75367.31;-0.01;1.00;0.00;0.00
198413841377.59;256607915.10;9004.06;0.99;0.98;139.31;5.73;103.70;7.09;139.67;950.90;1221642.50;119513.78;32581.11;111704.12;0.01;71733.62;45205.51;0.00;37987.12;-66610.43;-0.01;1.00;0.00;0.00
203701980151.94;244090103.83;9989.82;0.94;1.13;135.03;5.62;102.56;7.16;139.42;892.99;985731.14;100913.08;30937.01;100989.62;0.01;84638.68;52077.65;0.00;66854.35;-35682.42;-0.01;1.00;0.00;0.00
195901785927.22;226379769.33;7945.74;0.92;1.11;140.88;6.01;105.78;7.28;133.46;937.25;960548.93;117346.93;27466.98;104499.55;0.01;61662.60;39266.29;0.00;43253.43;-52692.09;-0.01;1.00;0.00;0.00
188959790291.44;247656413.53;10219.38;0.93;0.97;140.30;5.65;103.80;7.36;139.56;952.14;1032903.85;99483.23;31421.25;107163.60;0.01;87221.76;53518.32;0.00;55650.26;-47639.47;-0.01;1.00;0.00;0.00
185401628840.27;239737127.41;10778.01;1.00;0.97;139.63;5.88;101.04;6.96;133.69;942.11;939388.88;101667.75;29137.54;107358.87;0.01;88699.52;55191.15;0.00;56942.90;-53597.48;-0.01;1.00;0.00;0.00
194102648697.18;252052915.33;9947.18;1.00;0.99;138.60;5.83;101.38;6.98;136.92;934.72;1089286.63;98119.94;31373.25;111056.42;0.01;86344.77;52644.08;0.00;54356.72;-58367.49;-0.01;1.00;0.00;0.00
200589713589.69;241773246.74;10858.08;0.92;0.98;135.88;5.88;104.37;7.16;142.23;928.86;1094439.06;109723.82;31260.73;105277.58;0.01;89497.99;55654.29;0.00;58554.69;-42679.68;-0.01;1.00;0.00;0.00
202380318773.64;248390043.95;10448.51;1.00;0.96;139.58;5.91;103.83;7.22;136.96;962.97;1039813.79;93097.95;30926.17;111717.35;0.01;96488.31;57503.12;0.00;61819.51;-56457.86;-0.01;1.00;0.00;0.00
193465910169.34;252038105.62;9032.44;0.98;1.07;134.87;5.75;101.11;7.17;137.90;936.83;1147258.32;102890.46;31597.01;106530.30;0.01;76559.21;47099.41;0.00;50977.25;-53778.74;-0.01;1.00;0.00;0.00
201476018139.28;252222825.71;9732.70;0.97;0.98;137.92;5.69;98.93;7.32;139.53;933.97;1157083.05;101205.08;31993.06;107876.91;0.01;84919.61;51674.27;0.00;51794.76;-54625.92;-0.01;1.00;0.00;0.00
176303468770.30;261451307.00;8207.02;0.98;0.97;135.19;5.82;102.19;7.10;138.54;943.46;888193.53;98809.26;32928.50;112172.75;0.01;66681.21;41698.24;0.00;32493.58;-69419.85;-0.01;1.00;0.00;0.00
187653218739.82;244018312.42;8487.04;1.10;0.98;138.06;5.68;100.25;6.92;139.60;942.40;1138708.73;96041.77;30968.99;104304.67;0.01;73914.20;45009.57;0.00;38246.32;-70946.29;-0.01;1.00;0.00;0.00
221989340318.51;258887827.55;10158.93;0.94;1.03;137.85;5.70;102.50;7.11;137.54;940.13;882751.07;102946.05;32369.62;110904.70;0.01;89924.31;54426.69;0.00;62043.60;-48441.01;-0.01;1.00;0.00;0.00
205473764602.93;261925253.42;8575.13;1.01;1.02;141.99;5.77;102.17;7.25;142.77;967.42;1032959.75;100780.64;33995.35;117064.38;0.01;76304.62;46095.01;0.00;43628.45;-70722.26;-0.01;1.00;0.00;0.00
188089337213.76;261435952.68;9149.55;1.04;1.04;137.63;5.76;102.82;7.32;135.01;948.54;986552.68;78679.87;32088.10;113092.52;0.01;88736.12;51970.60;0.00;58729.04;-63321.49;-0.01;1.00;0.00;0.00
190838428323.91;233035912.49;10732.30;0.98;1.09;138.86;5.76;100.33;6.99;138.34;938.21;1007236.40;95266.49;29307.96;101626.76;0.01;93515.36;56934.40;0.00;73460.70;-37338.13;-0.01;1.00;0.00;0.00
205518392317.35;243129769.57;9874.51;1.03;1.01;142.75;5.67;103.25;7.20;138.15;932.55;989473.09;106571.16;30534.84;107430.11;0.01;83151.02;51282.55;0.00;52451.98;-59071.34;-0.01;1.00;0.00;0.00
202438728878.62;259378505.17;9684.83;0.98;0.97;138.40;5.72;103.52;6.97;138.32;951.47;940707.73;101181.41;32616.61;112055.44;0.01;83873.31;51180.33;0.00;49520.24;-60492.01;-0.01;1.00;0.00;0.00
200222649911.80;236115573.79;8304.93;0.94;0.99;133.96;5.69;102.46;7.26;140.10;925.22;964676.94;98215.61;30072.10;98195.28;0.01;71990.02;43913.30;0.00;42831.80;-49023.84;-0.01;1.00;0.00;0.00
207446989040.34;252961320.23;10097.67;1.04;0.92;139.07;5.66;100.75;7.07;144.52;938.22;1078473.35;91842.43;33234.88;108648.85;0.01;94216.15;55940.52;0.00;52014.63;-61217.11;-0.01;1.00;0.00;0.00
