# X_0;X_1;R_0;S_0;G_0;I_0
16231;18159;143000;144519;-1519;0
15947;25966;143000;146757;-3757;0
13809;18421;143000;143003;-3;0
17826;13603;143000;144156;-1156;0
15293;11363;143000;141790;1209;1
15860;25713;143000;146621;-3621;0
18123;19953;143000;146324;-3324;0
14007;16938;143000;142673;326;1
15849;17847;143000;144170;-1170;0
13695;18002;143000;142798;201;1
13591;16509;143000;142266;733;1
13578;29313;143000;146234;-3234;0
15337;29421;143000;147428;-4428;0
13213;17336;143000;142273;726;1
15341;18369;143000;143997;-997;0
18732;18507;143000;146276;-3276;0
13128;19239;143000;142808;191;1
14725;27511;143000;146431;-3431;0
17006;24948;143000;147139;-4139;0
14969;15511;143000;142864;135;1
14398;22150;143000;144550;-1550;0
15116;11334;143000;141664;1335;1
16748;19138;143000;145164;-2164;0
13020;16354;143000;141841;1158;1
14815;16643;143000;143114;-114;0
11839;19866;143000;142153;846;1
14201;27141;143000;145971;-2971;0
14854;14936;143000;142610;389;1
14518;16737;143000;142948;51;1
13958;23966;143000;144824;-1824;0
14004;18941;143000;143294;-294;0
15794;22230;143000;145495;-2495;0
14835;25235;143000;145797;-2797;0
13467;21060;143000;143598;-598;0
11492;23956;143000;143195;-195;0
12035;21970;143000;142936;63;1
18729;14116;143000;144910;-1910;0
15859;12335;143000;142465;534;1
12877;29241;143000;145750;-2750;0
15953;16449;143000;143805;-805;0
9151;22624;143000;141238;1761;1
12943;20687;143000;143136;-136;0
13754;24857;143000;144966;-1966;0
13800;23129;143000;144460;-1460;0
12194;18394;143000;141930;1069;1
15289;17006;143000;143540;-540;0
10613;15736;143000;140062;2937;1
20882;18124;143000;147575;-4575;0
12256;24195;143000;143773;-773;0
8192;24749;143000;141265;1734;1
13214;17977;143000;142473;526;1
14120;23805;143000;144881;-1881;0
12174;22040;143000;143049;-49;0
15395;16893;143000;143575;-575;0
17540;22823;143000;146831;-3831;0
14295;25823;143000;145623;-2623;0
18306;19502;143000;146304;-3304;0
13126;21982;143000;143659;-659;0
17342;17566;143000;145067;-2067;0
15188;15021;143000;142857;142;1
14328;21685;143000;144360;-1360;0
14582;15560;143000;142624;375;1
14477;13343;143000;141867;1132;1
15548;17947;143000;144003;-1003;0
10704;13387;143000;139392;3607;1
16624;24517;143000;146753;-3753;0
17648;17804;143000;145343;-2343;0
15786;18256;143000;144256;-1256;0
17298;16720;143000;144776;-1776;0
17182;22544;143000;146508;-3508;0
8163;20617;143000;139963;3036;1
12639;21858;143000;143300;-300;0
11241;20883;143000;142075;924;1
12378;21155;143000;142909;90;1
13280;16859;143000;142169;830;1
12799;16782;143000;141828;1171;1
11264;18188;143000;141253;1746;1
13903;11016;143000;140765;2234;1
12968;17949;143000;142302;697;1
17656;10250;143000;143002;-2;0
16006;18919;143000;144607;-1607;0
12683;15190;143000;141257;1742;1
11990;14850;143000;140695;2304;1
12285;20071;143000;142511;488;1
13408;22995;143000;144160;-1160;0
12392;22770;143000;143420;-420;0
19812;21332;143000;147866;-4866;0
14915;20697;143000;144440;-1440;0
16993;17528;143000;144825;-1825;0
14872;22555;143000;144988;-1988;0
13878;23015;143000;144476;-1476;0
19284;20876;143000;147376;-4376;0
17424;19066;143000;145587;-2587;0
13241;14221;143000;141324;1675;1
16641;17034;143000;144440;-1440;0
16144;18302;143000;144506;-1506;0
8575;21021;143000;140360;2639;1
14231;24123;143000;145053;-2053;0
11601;18948;143000;141711;1288;1
16302;19371;143000;144942;-1942;0
11517;17898;143000;141330;1669;1
17089;25471;143000;147356;-4356;0
12624;27001;143000;144887;-1887;0
14083;18250;143000;143131;-131;0
11317;19038;143000;141552;1447;1
22917;23613;143000;150622;-7622;0
15887;13415;143000;142819;180;1
15253;21654;143000;144960;-1960;0
14726;19887;143000;144063;-1063;0
16637;24074;143000;146624;-3624;0
13515;24243;143000;144618;-1618;0
12523;26605;143000;144698;-1698;0
12299;21500;143000;142964;35;1
18945;19332;143000;146673;-3673;0
12297;24240;143000;143814;-814;0
12561;26256;143000;144614;-1614;0
16157;10463;143000;142080;919;1
10662;16673;143000;140385;2614;1
17488;22896;143000;146819;-3819;0
14913;15443;143000;142806;193;1
13845;17753;143000;142820;179;1
13840;23096;143000;144476;-1476;0
12415;16530;143000;141497;1502;1
13286;17821;143000;142472;527;1
13270;25343;143000;144798;-1798;0
13606;19214;143000;143116;-116;0
15532;15639;143000;143275;-275;0
15226;20168;143000;144480;-1480;0
15821;20052;143000;144837;-1837;0
13262;25465;143000;144831;-1831;0
11752;15006;143000;140586;2413;1
14776;18470;143000;143656;-656;0
15681;17932;143000;144086;-1086;0
13197;21230;143000;143472;-472;0
15620;26571;143000;146729;-3729;0
15778;23714;143000;145946;-2946;0
16041;27413;143000;147268;-4268;0
15106;21034;143000;144670;-1670;0
16011;19864;143000;144904;-1904;0
17294;17690;143000;145074;-2074;0
14641;11093;143000;141276;1723;1
15643;16866;143000;143730;-730;0
12519;16621;143000;141594;1405;1
12195;24056;143000;143690;-690;0
12864;26772;143000;144974;-1974;0
19424;16764;143000;146191;-3191;0
15810;19868;143000;144772;-1772;0
13615;13298;143000;141284;1715;1
19351;22352;143000;147879;-4879;0
13081;25532;143000;144732;-1732;0
15428;19159;143000;144300;-1300;0
13028;25153;143000;144580;-1580;0
12675;22031;143000;143377;-377;0
17283;17484;143000;145003;-2003;0
20224;18799;143000;147351;-4351;0
13650;21613;143000;143890;-890;0
12803;19890;143000;142796;203;1
14506;16830;143000;142969;30;1
13914;9562;143000;140321;2678;1
17466;19857;143000;145861;-2861;0
16168;13252;143000;142953;46;1
12641;25741;143000;144507;-1507;0
9726;15359;143000;139360;3639;1
14014;22590;143000;144434;-1434;0
12196;28391;143000;145037;-2037;0
14731;13530;143000;142092;907;1
11881;19444;143000;142050;949;1
15877;21479;143000;145317;-2317;0
11110;19885;143000;141679;1320;1
16143;13838;143000;143119;-119;0
15038;25844;143000;146120;-3120;0
14982;8401;143000;140664;2335;1
13689;18794;143000;143040;-40;0
15800;30233;143000;147985;-4985;0
12780;14099;143000;140982;2017;1
15986;25855;143000;146748;-3748;0
20077;20768;143000;147865;-4865;0
10667;24741;143000;142895;104;1
16876;14784;143000;143896;-896;0
13985;17526;143000;142841;158;1
15645;16704;143000;143681;-681;0
17735;11011;143000;143290;-290;0
18493;17569;143000;145827;-2827;0
13883;14656;143000;141883;1116;1
16472;18672;143000;144837;-1837;0
16026;13032;143000;142791;208;1
15582;24665;143000;146112;-3112;0
16110;21992;143000;145630;-2630;0
14751;11963;143000;141619;1380;1
15349;25019;143000;146068;-3068;0
11574;18288;143000;141488;1511;1
7925;13733;143000;137667;5332;1
16212;18331;143000;144560;-1560;0
16728;18970;143000;145099;-2099;0
16119;24311;143000;146356;-3356;0
17306;20451;143000;145940;-2940;0
19463;18408;143000;146727;-3727;0
13870;20186;143000;143592;-592;0
14861;9355;143000;140881;2118;1
18760;18187;143000;146195;-3195;0
16834;16826;143000;144503;-1503;0
19313;21001;143000;147434;-4434;0
15175;20481;143000;144544;-1544;0
15679;16766;143000;143722;-722;0
14215;25679;143000;145526;-2526;0
13095;22548;143000;143815;-815;0
12338;16624;143000;141475;1524;1
14782;16058;143000;142911;88;1
20909;21621;143000;148679;-5679;0
14297;17248;143000;142961;38;1
13835;15628;143000;142153;846;1
13914;23446;143000;144634;-1634;0
16500;24255;143000;146590;-3590;0
20442;27664;143000;150248;-7248;0
14604;18361;143000;143509;-509;0
14060;15768;143000;142345;654;1
11359;19500;143000;141723;1276;1
12548;17378;143000;141848;1151;1
18071;25721;143000;148081;-5081;0
12286;12755;143000;140239;2760;1
20142;15906;143000;146398;-3398;0
14043;13214;143000;141540;1459;1
15894;22062;143000;145509;-2509;0
15913;15757;143000;143563;-563;0
16237;24057;143000;146355;-3355;0
16631;24488;143000;146749;-3749;0
15659;20245;143000;144790;-1790;0
19480;18167;143000;146664;-3664;0
10976;17644;143000;140894;2105;1
15275;19073;143000;144173;-1173;0
14552;18773;143000;143603;-603;0
11301;25548;143000;143564;-564;0
17412;19172;143000;145612;-2612;0
10820;16343;143000;140387;2612;1
14523;23980;143000;145201;-2201;0
11378;22714;143000;142734;265;1
16279;15754;143000;143804;-804;0
9864;21269;143000;141287;1712;1
16074;15610;143000;143624;-624;0
12399;20207;143000;142628;371;1
12089;24176;143000;143657;-657;0
16383;22319;143000;145911;-2911;0
20252;17841;143000;147072;-4072;0
17173;17105;143000;144813;-1813;0
18295;19006;143000;146143;-3143;0
15091;18620;143000;143911;-911;0
15814;25561;143000;146543;-3543;0
14593;17725;143000;143304;-304;0
10062;24412;143000;142394;605;1
11180;18500;143000;141294;1705;1
19481;23501;143000;148321;-5321;0
18776;25381;143000;148440;-5440;0
12959;25863;143000;144755;-1755;0
17252;22170;143000;146438;-3438;0
17134;23894;143000;146896;-3896;0
14518;25423;143000;145646;-2646;0
15158;23937;143000;145606;-2606;0
13986;15568;143000;142234;765;1
14746;21725;143000;144648;-1648;0
14521;16557;143000;142894;105;1
19603;23900;143000;148526;-5526;0
14178;21476;143000;144196;-1196;0
15720;16938;143000;143803;-803;0
11764;16829;143000;141160;1839;1
15452;18564;143000;144131;-1131;0
16890;27185;143000;147757;-4757;0
18100;21885;143000;146909;-3909;0
15719;14933;143000;143179;-179;0
12129;14524;143000;140685;2314;1
18832;27899;143000;149260;-6260;0
16200;17843;143000;144400;-1400;0
16881;16088;143000;144304;-1304;0
16555;23551;143000;146408;-3408;0
14893;17458;143000;143419;-419;0
15054;20593;143000;144499;-1499;0
19349;21368;143000;147572;-4572;0
16020;27735;143000;147354;-4354;0
15894;22713;143000;145711;-2711;0
19141;19054;143000;146716;-3716;0
17416;24813;143000;147367;-4367;0
14308;17620;143000;143084;-84;0
13435;15254;143000;141773;1226;1
20413;14928;143000;146273;-3273;0
15457;22513;143000;145361;-2361;0
13387;26586;143000;145261;-2261;0
16257;22709;143000;145950;-2950;0
16131;20132;143000;145066;-2066;0
17734;17118;143000;145187;-2187;0
13308;15629;143000;141806;1193;1
13007;17481;143000;142183;816;1
18783;22819;143000;147649;-4649;0
17273;26243;143000;147717;-4717;0
13054;21571;143000;143484;-484;0
12752;26218;143000;144728;-1728;0
12872;13604;143000;140889;2110;1
17483;22138;143000;146581;-3581;0
17802;26356;143000;148101;-5101;0
10467;20652;143000;141493;1506;1
17062;17712;143000;144928;-1928;0
13542;22057;143000;143957;-957;0
11967;11205;143000;139547;3452;1
14900;7639;143000;140374;2625;1
12315;20042;143000;142522;477;1
14715;15308;143000;142634;365;1
16396;19102;143000;144921;-1921;0
16471;26729;143000;147339;-4339;0
15279;19827;143000;144409;-1409;0
15361;18736;143000;144125;-1125;0
16500;28023;143000;147760;-4760;0
17393;19554;143000;145719;-2719;0
14674;19075;143000;143777;-777;0
15713;23508;143000;145839;-2839;0
15884;14137;143000;143041;-41;0
15249;19427;143000;144265;-1265;0
13514;26078;143000;145187;-2187;0
17923;18761;143000;145822;-2822;0
14890;15187;143000;142712;287;1
13922;23523;143000;144663;-1663;0
13413;20945;143000;143526;-526;0
11736;17518;143000;141356;1643;1
15136;21508;143000;144837;-1837;0
15506;27541;143000;146955;-3955;0
13924;27709;143000;145964;-2964;0
15388;21383;143000;144965;-1965;0
14812;19006;143000;143846;-846;0
13014;17736;143000;142266;733;1
16213;13313;143000;143002;-2;0
17227;26458;143000;147754;-4754;0
16536;13212;143000;143183;-183;0
16893;15850;143000;144238;-1238;0
11979;22149;143000;142955;44;1
14711;23911;143000;145304;-2304;0
13488;22564;143000;144079;-1079;0
13541;18468;143000;142841;158;1
18972;23751;143000;148063;-5063;0
11954;14349;143000;140515;2484;1
11342;13041;143000;139706;3293;1
20169;28125;143000;150211;-7211;0
14536;13417;143000;141928;1071;1
16348;24295;143000;146502;-3502;0
16545;28249;143000;147860;-4860;0
15525;15867;143000;143342;-342;0
12514;20964;143000;142939;60;1
16984;26324;143000;147552;-4552;0
14269;23789;143000;144974;-1974;0
13647;28001;143000;145872;-2872;0
16680;13478;143000;143361;-361;0
13100;25461;143000;144723;-1723;0
12879;16661;143000;141843;1156;1
18282;21846;143000;147017;-4017;0
14049;27234;143000;145899;-2899;0
13178;28121;143000;145600;-2600;0
12529;19775;143000;142580;419;1
16809;14913;143000;143892;-892;0
14863;17254;143000;143336;-336;0
12271;30351;143000;145695;-2695;0
16299;18344;143000;144621;-1621;0
16096;16782;143000;144002;-1002;0
19095;15456;143000;145568;-2568;0
18214;23860;143000;147597;-4597;0
15190;22715;143000;145248;-2248;0
13975;22868;143000;144494;-1494;0
15809;15094;143000;143289;-289;0
18596;27664;143000;149031;-6031;0
13248;22368;143000;143860;-860;0
13135;24806;143000;144542;-1542;0
12873;17067;143000;141966;1033;1
14849;14865;143000;142585;414;1
15178;21193;143000;144767;-1767;0
18691;26140;143000;148620;-5620;0
9464;26746;143000;142724;275;1
12023;32572;143000;146221;-3221;0
8422;21825;143000;140509;2490;1
13977;15437;143000;142187;812;1
16529;22086;143000;145935;-2935;0
11065;24527;143000;143091;-91;0
13022;15612;143000;141612;1387;1
17155;20228;143000;145771;-2771;0
16293;18004;143000;144512;-1512;0
7297;30073;143000;142329;670;1
11734;22500;143000;142902;97;1
11635;19247;143000;141827;1172;1
15171;20390;143000;144513;-1513;0
9518;25849;143000;142481;518;1
15689;17482;143000;143951;-951;0
14882;17098;143000;143300;-300;0
13190;27082;143000;145286;-2286;0
13507;20831;143000;143553;-553;0
15062;19649;143000;144211;-1211;0
15023;10011;143000;141192;1807;1
16130;25301;143000;146671;-3671;0
16153;20616;143000;145231;-2231;0
17293;20931;143000;146080;-3080;0
13258;25729;143000;144910;-1910;0
15180;25332;143000;146054;-3054;0
17395;17139;143000;144970;-1970;0
9919;15723;143000;139600;3399;1
10926;14096;143000;139759;3240;1
11393;24055;143000;143160;-160;0
13095;20259;143000;143104;-104;0
15016;23738;143000;145451;-2451;0
16646;19806;143000;145304;-2304;0
18942;17153;143000;145994;-2994;0
14603;25009;143000;145573;-2573;0
15313;21233;143000;144869;-1869;0
15014;21311;143000;144696;-1696;0
16605;24873;143000;146851;-3851;0
18816;20021;143000;146802;-3802;0
16761;19305;143000;145224;-2224;0
13202;26484;143000;145108;-2108;0
17902;21701;143000;146721;-3721;0
14779;19887;143000;144098;-1098;0
14189;21405;143000;144181;-1181;0
13811;26876;143000;145631;-2631;0
19630;20054;143000;147349;-4349;0
13705;21148;143000;143782;-782;0
12657;21678;143000;143256;-256;0
16320;25343;143000;146809;-3809;0
19904;20234;143000;147585;-4585;0
15297;18273;143000;143939;-939;0
15788;16952;143000;143852;-852;0
13589;27003;143000;145524;-2524;0
13831;27710;143000;145903;-2903;0
12375;16826;143000;141562;1437;1
13933;20464;143000;143720;-720;0
18275;17155;143000;145555;-2555;0
10347;16605;143000;140157;2842;1
16692;14852;143000;143796;-796;0
14765;21099;143000;144466;-1466;0
13072;22250;143000;143707;-707;0
14576;14257;143000;142216;783;1
17097;17333;143000;144833;-1833;0
13243;13134;143000;140988;2011;1
12580;13333;143000;140613;2386;1
17484;14317;143000;144152;-1152;0
15221;17880;143000;143766;-766;0
14245;25599;143000;145521;-2521;0
15882;20787;143000;145105;-2105;0
18630;20255;143000;146752;-3752;0
14669;20225;143000;144131;-1131;0
12907;25214;143000;144519;-1519;0
16252;17749;143000;144406;-1406;0
12055;17793;143000;141652;1347;1
13300;24057;143000;144418;-1418;0
14442;19900;143000;143880;-880;0
12131;15855;143000;141100;1899;1
15673;17324;143000;143892;-892;0
18119;22916;143000;147242;-4242;0
22195;23775;143000;150196;-7196;0
11626;21426;143000;142497;502;1
14012;20948;143000;143922;-922;0
16039;16671;143000;143930;-930;0
15783;14143;143000;142976;23;1
14800;17491;143000;143368;-368;0
15926;21909;143000;145483;-2483;0
12805;21734;143000;143371;-371;0
21342;13845;143000;146549;-3549;0
17248;27097;143000;147966;-4966;0
12748;24076;143000;144060;-1060;0
15267;24368;143000;145812;-2812;0
13161;19356;143000;142867;132;1
13431;26722;143000;145333;-2333;0
17142;27397;143000;147989;-4989;0
15629;19799;143000;144632;-1632;0
18883;16963;143000;145896;-2896;0
11419;27292;143000;144183;-1183;0
15535;18733;143000;144238;-1238;0
17405;15843;143000;144574;-1574;0
16404;23062;143000;146156;-3156;0
18974;15881;143000;145620;-2620;0
15458;23306;143000;145608;-2608;0
13644;23341;143000;144423;-1423;0
17580;12304;143000;143590;-590;0
17434;17309;143000;145048;-2048;0
12851;9951;143000;139741;3258;1
12976;11968;143000;140450;2549;1
15137;23045;143000;145315;-2315;0
13442;22548;143000;144043;-1043;0
14634;19572;143000;143905;-905;0
10612;18397;143000;140888;2111;1
15329;16317;143000;143352;-352;0
18946;14784;143000;145261;-2261;0
10252;17422;143000;140348;2651;1
10435;20527;143000;141433;1566;1
16919;12782;143000;143302;-302;0
16371;16893;143000;144218;-1218;0
15765;14549;143000;143090;-90;0
12282;20375;143000;142604;395;1
12558;16008;143000;141429;1570;1
17915;17600;143000;145456;-2456;0
10059;17774;143000;140330;2669;1
16931;15460;143000;144142;-1142;0
13605;17907;143000;142709;290;1
16493;23273;143000;146280;-3280;0
12928;18251;143000;142370;629;1
14132;18175;143000;143140;-140;0
20577;23615;143000;149079;-6079;0
21351;28243;143000;151027;-8027;0
13891;29298;143000;146436;-3436;0
15353;26082;143000;146401;-3401;0
18027;18385;143000;145773;-2773;0
19017;23730;143000;148087;-5087;0
15419;23585;143000;145669;-2669;0
18721;20468;143000;146878;-3878;0
18098;27891;143000;148773;-5773;0
12470;21502;143000;143078;-78;0
20533;20157;143000;147976;-4976;0
13845;21266;143000;143911;-911;0
15076;24906;143000;145853;-2853;0
14828;23877;143000;145370;-2370;0
15474;19829;143000;144539;-1539;0
12895;22489;143000;143664;-664;0
14999;15516;143000;142886;113;1
18537;16954;143000;145665;-2665;0
12162;22774;143000;143270;-270;0
13418;21453;143000;143687;-687;0
14514;17339;143000;143132;-132;0
11545;15087;143000;140475;2524;1
12628;18069;143000;142115;884;1
14952;28834;143000;146992;-3992;0
10855;16495;143000;140457;2542;1
16787;15171;143000;143957;-957;0
14764;22357;143000;144856;-1856;0
12758;17258;143000;141949;1050;1
16293;19379;143000;144939;-1939;0
17621;25159;143000;147610;-4610;0
13679;18362;143000;142899;100;1
17498;19063;143000;145635;-2635;0
16998;22261;143000;146299;-3299;0
17482;22514;143000;146697;-3697;0
13490;13998;143000;141419;1580;1
12899;18688;143000;142486;513;1
16926;22620;143000;146363;-3363;0
18470;18643;143000;146146;-3146;0
16461;22213;143000;145930;-2930;0
11439;23293;143000;142954;45;1
10465;23000;143000;142221;778;1
11712;23601;143000;143230;-230;0
16037;29030;143000;147768;-4768;0
17154;21307;143000;146105;-3105;0
13474;16852;143000;142295;704;1
15939;18068;143000;144298;-1298;0
13943;20127;143000;143622;-622;0
15134;15904;143000;143095;-95;0
15105;21179;143000;144715;-1715;0
16694;22188;143000;146076;-3076;0
9958;26333;143000;142922;77;1
16747;19569;143000;145297;-2297;0
18257;19880;143000;146390;-3390;0
15539;26601;143000;146685;-3685;0
13211;21923;143000;143697;-697;0
15775;20316;143000;144888;-1888;0
18427;21543;143000;147018;-4018;0
16317;16962;143000;144204;-1204;0
16403;26194;143000;147128;-4128;0
19190;21141;143000;147396;-4396;0
13564;23443;143000;144402;-1402;0
15360;19012;143000;144210;-1210;0
13360;25432;143000;144885;-1885;0
11729;26890;143000;144263;-1263;0
14564;20678;143000;144202;-1202;0
18136;22836;143000;147228;-4228;0
17720;17043;143000;145154;-2154;0
16509;16928;143000;144320;-1320;0
14493;12219;143000;141528;1471;1
14230;16299;143000;142622;377;1
19558;18752;143000;146897;-3897;0
18369;18754;143000;146114;-3114;0
17021;11308;143000;142912;87;1
18354;21304;143000;146896;-3896;0
17372;18299;143000;145315;-2315;0
14989;17609;143000;143529;-529;0
15249;20702;143000;144661;-1661;0
14439;16836;143000;142926;73;1
13773;19323;143000;143260;-260;0
20606;16320;143000;146833;-3833;0
15260;22440;143000;145209;-2209;0
17789;16486;143000;145027;-2027;0
15446;27130;143000;146788;-3788;0
11683;21582;143000;142583;416;1
15617;17584;143000;143936;-936;0
16626;24619;143000;146786;-3786;0
9550;24552;143000;142100;899;1
11530;18354;143000;141480;1519;1
18613;23894;143000;147871;-4871;0
16654;31418;143000;148917;-5917;0
10659;21750;143000;141960;1039;1
14296;16357;143000;142683;316;1
19931;13349;143000;145465;-2465;0
17247;17792;143000;145075;-2075;0
13550;14161;143000;141509;1490;1
12192;18353;143000;141916;1083;1
13696;16849;143000;142441;558;1
18530;20356;143000;146717;-3717;0
18192;21440;143000;146831;-3831;0
16494;21815;143000;145828;-2828;0
14330;19742;143000;143757;-757;0
14575;17487;143000;143218;-218;0
18741;26470;143000;148756;-5756;0
16092;19235;143000;144762;-1762;0
12348;19121;143000;142258;741;1
18272;27299;143000;148704;-5704;0
13662;19752;143000;143320;-320;0
18725;22009;143000;147359;-4359;0
17640;19134;143000;145751;-2751;0
16685;25449;143000;147083;-4083;0
15216;20082;143000;144447;-1447;0
18414;17061;143000;145617;-2617;0
19303;10504;143000;144167;-1167;0
14049;18940;143000;143323;-323;0
16102;16023;143000;143770;-770;0
14427;18424;143000;143412;-412;0
16161;20588;143000;145227;-2227;0
11915;19286;143000;142023;976;1
15068;16150;143000;143128;-128;0
12206;24912;143000;143963;-963;0
13634;19086;143000;143095;-95;0
16262;21403;143000;145547;-2547;0
13164;17864;143000;142405;594;1
15763;22553;143000;145575;-2575;0
15179;18043;143000;143789;-789;0
13071;21799;143000;143566;-566;0
17756;25112;143000;147684;-4684;0
18923;20388;143000;146986;-3986;0
12900;12617;143000;140601;2398;1
14684;14041;143000;142220;779;1
14243;22936;143000;144692;-1692;0
12629;17008;143000;141786;1213;1
12250;19011;143000;142159;840;1
16442;20024;143000;145237;-2237;0
14200;25766;143000;145543;-2543;0
12064;21731;143000;142881;118;1
13772;19033;143000;143169;-169;0
14370;16727;143000;142847;152;1
18832;26191;143000;148729;-5729;0
14588;16512;143000;142924;75;1
13553;21880;143000;143909;-909;0
15484;29320;143000;147493;-4493;0
12527;27976;143000;145126;-2126;0
18793;13751;143000;144839;-1839;0
14638;16037;143000;142809;190;1
15232;18782;143000;144054;-1054;0
11710;24849;143000;143616;-616;0
14390;9983;143000;140765;2234;1
16590;22329;143000;146051;-3051;0
16441;16338;143000;144092;-1092;0
14302;27264;143000;146075;-3075;0
13919;24014;143000;144813;-1813;0
16574;24451;143000;146700;-3700;0
19416;22574;143000;147991;-4991;0
14059;23057;143000;144608;-1608;0
11902;12111;143000;139786;3213;1
11250;20950;143000;142102;897;1
14687;17078;143000;143165;-165;0
12641;21791;143000;143280;-280;0
15455;22626;143000;145395;-2395;0
12099;21020;143000;142683;316;1
12968;20678;143000;143150;-150;0
14103;24415;143000;145059;-2059;0
15524;27102;143000;146831;-3831;0
20603;14937;143000;146401;-3401;0
18963;25472;143000;148592;-5592;0
13737;19786;143000;143380;-380;0
12990;25583;143000;144688;-1688;0
17021;26646;143000;147676;-4676;0
16849;22952;143000;146415;-3415;0
20719;23402;143000;149107;-6107;0
11357;19900;143000;141846;1153;1
15236;21217;143000;144813;-1813;0
17561;20307;143000;146063;-3063;0
19359;24415;143000;148525;-5525;0
12471;20075;143000;142635;364;1
11421;22318;143000;142639;360;1
15079;23608;143000;145452;-2452;0
11210;16186;143000;140595;2404;1
15192;18335;143000;143889;-889;0
14267;22550;143000;144588;-1588;0
16135;17285;143000;144184;-1184;0
8702;17394;143000;139317;3682;1
13069;12821;143000;140776;2223;1
12326;21656;143000;143030;-30;0
14036;25674;143000;145406;-2406;0
15347;14570;143000;142821;178;1
18036;11652;143000;143688;-688;0
17812;9010;143000;142720;279;1
17654;15739;143000;144706;-1706;0
16636;18980;143000;145041;-2041;0
15135;20647;143000;144569;-1569;0
16746;19613;143000;145310;-2310;0
18104;11240;143000;143605;-605;0
10172;9006;143000;137681;5318;1
16364;15930;143000;143914;-914;0
14039;23380;143000;144695;-1695;0
18023;15330;143000;144822;-1822;0
16780;18930;143000;145121;-2121;0
19331;28064;143000;149640;-6640;0
14060;17410;143000;142855;144;1
16973;21254;143000;145970;-2970;0
15392;12576;143000;142232;767;1
18734;25527;143000;148458;-5458;0
15160;20085;143000;144411;-1411;0
15323;22078;143000;145138;-2138;0
19807;12113;143000;144999;-1999;0
13502;16179;143000;142105;894;1
13451;19363;143000;143060;-60;0
20378;25619;143000;149571;-6571;0
15194;17632;143000;143672;-672;0
24856;18477;143000;150305;-7305;0
16750;17892;143000;144778;-1778;0
15101;17555;143000;143586;-586;0
17577;17840;143000;145307;-2307;0
15787;16760;143000;143792;-792;0
16976;20579;143000;145762;-2762;0
15155;25092;143000;145963;-2963;0
12623;15099;143000;141189;1810;1
13600;5386;143000;138817;4182;1
19330;25949;143000;148982;-5982;0
18879;23538;143000;147936;-4936;0
13102;19009;143000;142720;279;1
16465;23906;143000;146458;-3458;0
19305;11038;143000;144334;-1334;0
10870;18567;143000;141111;1888;1
16837;16359;143000;144359;-1359;0
17111;17355;143000;144850;-1850;0
17841;18922;143000;145818;-2818;0
11487;18391;143000;141463;1536;1
16669;16770;143000;144376;-1376;0
13057;20500;143000;143153;-153;0
13307;15879;143000;141883;1116;1
18285;15813;143000;145145;-2145;0
13516;24657;143000;144747;-1747;0
11556;20020;143000;142015;984;1
11784;22477;143000;142928;71;1
12493;23867;143000;143827;-827;0
19742;17799;143000;146722;-3722;0
17056;25549;143000;147359;-4359;0
17786;26449;143000;148119;-5119;0
15488;23293;143000;145624;-2624;0
11609;29079;143000;144863;-1863;0
9271;28357;143000;143098;-98;0
13116;13057;143000;140880;2119;1
12544;17401;143000;141852;1147;1
13118;22744;143000;143891;-891;0
15529;15520;143000;143236;-236;0
17614;18650;143000;145583;-2583;0
19287;13042;143000;144945;-1945;0
16902;14579;143000;143849;-849;0
16570;19017;143000;145009;-2009;0
16091;23181;143000;145987;-2987;0
11718;15349;143000;140670;2329;1
17368;12388;143000;143476;-476;0
15720;17391;143000;143944;-944;0
9296;22557;143000;141312;1687;1
13300;17563;143000;142401;598;1
15994;21379;143000;145363;-2363;0
19453;15834;143000;145921;-2921;0
13707;14570;143000;141740;1259;1
11172;12212;143000;139336;3663;1
13828;19788;143000;143441;-441;0
11352;19695;143000;141779;1220;1
17080;16809;143000;144659;-1659;0
20381;13985;143000;145959;-2959;0
20007;18982;143000;147264;-4264;0
15044;26450;143000;146312;-3312;0
16307;21296;143000;145544;-2544;0
16291;16843;143000;144150;-1150;0
16080;16618;143000;143941;-941;0
13341;24904;143000;144709;-1709;0
15731;24191;143000;146063;-3063;0
17330;15882;143000;144536;-1536;0
11289;24243;143000;143150;-150;0
18681;15793;143000;145400;-2400;0
17962;24883;143000;147749;-4749;0
15851;18293;143000;144310;-1310;0
14654;28441;143000;146673;-3673;0
12885;18994;143000;142572;427;1
21152;21594;143000;148831;-5831;0
17872;19713;143000;146084;-3084;0
15687;27950;143000;147202;-4202;0
15705;19828;143000;144691;-1691;0
15994;20627;143000;145129;-2129;0
17381;12505;143000;143521;-521;0
17047;29066;143000;148445;-5445;0
23662;20647;143000;150192;-7192;0
14951;22585;143000;145050;-2050;0
18614;22461;143000;147427;-4427;0
16490;19673;143000;145160;-2160;0
15659;10945;143000;141901;1098;1
13839;19878;143000;143476;-476;0
12831;20401;143000;142974;25;1
8909;17190;143000;139390;3609;1
15711;18493;143000;144280;-1280;0
17772;19980;143000;146101;-3101;0
14245;20065;143000;143802;-802;0
14080;25101;143000;145257;-2257;0
10618;28909;143000;144157;-1157;0
17880;11923;143000;143669;-669;0
11976;21862;143000;142864;135;1
11336;24235;143000;143179;-179;0
14857;28046;143000;146684;-3684;0
20047;21523;143000;148080;-5080;0
9613;29197;143000;143584;-584;0
