# X_0;X_1;R_0;S_0;G_0;I_0
11561;16470;143000;140915;2084;1
11190;16393;143000;140647;2352;1
15127;20207;143000;144427;-1427;0
12031;26593;143000;144369;-1369;0
14034;11015;143000;140851;2148;1
12994;17500;143000;142180;819;1
11961;14216;143000;140479;2520;1
14096;18969;143000;143363;-363;0
13509;13753;143000;141356;1643;1
14568;20943;143000;144287;-1287;0
14554;21640;143000;144495;-1495;0
16245;13265;143000;143008;-8;0
13709;15213;143000;141941;1058;1
14955;24759;143000;145728;-2728;0
16072;18324;143000;144465;-1465;0
12895;25083;143000;144470;-1470;0
16933;13674;143000;143589;-589;0
17672;16365;143000;144912;-1912;0
20077;23803;143000;148808;-5808;0
14118;26046;143000;145576;-2576;0
17031;22240;143000;146314;-3314;0
18198;21495;143000;146852;-3852;0
11205;22465;143000;142543;456;1
17530;21967;143000;146558;-3558;0
16863;23657;143000;146644;-3644;0
18516;17404;143000;145791;-2791;0
14048;18056;143000;143048;-48;0
12845;21759;143000;143405;-405;0
10738;16659;143000;140431;2568;1
17456;19377;143000;145705;-2705;0
14380;13414;143000;141825;1174;1
12317;18145;143000;141934;1065;1
13030;18402;143000;142484;515;1
14293;18440;143000;143328;-328;0
18094;22847;143000;147204;-4204;0
14177;18062;143000;143135;-135;0
11476;20761;143000;142192;807;1
11881;13991;143000;140356;2643;1
17368;19453;143000;145671;-2671;0
12278;24655;143000;143930;-930;0
14163;16822;143000;142740;259;1
10705;20940;143000;141739;1260;1
18471;24439;143000;147947;-4947;0
17378;16211;143000;144670;-1670;0
14854;13849;143000;142272;727;1
17837;21480;143000;146610;-3610;0
16067;19949;143000;144967;-1967;0
10422;17667;143000;140536;2463;1
13064;23029;143000;143944;-944;0
18075;19999;143000;146306;-3306;0
18001;24293;143000;147592;-4592;0
17193;24791;143000;147213;-4213;0
13324;16395;143000;142054;945;1
16191;13817;143000;143144;-144;0
10882;26171;143000;143481;-481;0
14104;24096;143000;144961;-1961;0
15852;21112;143000;145186;-2186;0
15059;19259;143000;144088;-1088;0
14968;12360;143000;141885;1114;1
12858;20451;143000;143007;-7;0
13155;18229;143000;142513;486;1
18126;15752;143000;145021;-2021;0
15224;19480;143000;144265;-1265;0
14574;25474;143000;145699;-2699;0
13100;25816;143000;144833;-1833;0
13487;22553;143000;144075;-1075;0
14466;13638;143000;141951;1048;1
16710;14112;143000;143578;-578;0
17850;17137;143000;145269;-2269;0
11442;16095;143000;140720;2279;1
11425;20452;143000;142062;937;1
14713;30044;143000;147210;-4210;0
15686;20205;143000;144795;-1795;0
15526;14703;143000;142981;18;1
19037;21146;143000;147297;-4297;0
12656;21931;143000;143333;-333;0
16887;23726;143000;146681;-3681;0
9305;20793;143000;140770;2229;1
17067;8468;143000;142060;939;1
16564;23200;143000;146304;-3304;0
13337;18118;143000;142598;401;1
15260;17193;143000;143579;-579;0
13472;20485;143000;143422;-422;0
12547;20109;143000;142696;303;1
10739;18443;143000;140986;2013;1
20302;11475;143000;145127;-2127;0
16560;17152;143000;144423;-1423;0
15117;26368;143000;146334;-3334;0
9944;25574;143000;142677;322;1
12224;18037;143000;141839;1160;1
12364;16635;143000;141496;1503;1
16413;20874;143000;145482;-2482;0
16446;12249;143000;142825;174;1
17376;23995;143000;147087;-4087;0
13124;20654;143000;143245;-245;0
12653;21903;143000;143323;-323;0
15703;20913;143000;145026;-2026;0
10900;17447;143000;140783;2216;1
20750;24337;143000;149418;-6418;0
13306;18280;143000;142628;371;1
16278;16298;143000;143972;-972;0
13916;25390;143000;145239;-2239;0
12863;18584;143000;142430;569;1
18813;21256;143000;147184;-4184;0
16382;14507;143000;143484;-484;0
19364;22501;143000;147934;-4934;0
14017;17133;143000;142740;259;1
14106;30059;143000;146814;-3814;0
17667;16724;143000;145020;-2020;0
17608;19801;143000;145937;-2937;0
15694;25777;143000;146531;-3531;0
11068;17913;143000;141038;1961;1
11597;16126;143000;140832;2167;1
17070;25754;143000;147431;-4431;0
10264;24238;143000;142473;526;1
11841;22808;143000;143068;-68;0
9159;18046;143000;139821;3178;1
13203;20248;143000;143171;-171;0
15090;24398;143000;145705;-2705;0
12654;32201;143000;146522;-3522;0
14943;16294;143000;143090;-90;0
17000;26255;143000;147541;-4541;0
19138;21885;143000;147593;-4593;0
9333;18206;143000;139985;3014;1
18458;13505;143000;144542;-1542;0
16839;16497;143000;144404;-1404;0
10446;25197;143000;142891;108;1
15648;22500;143000;145483;-2483;0
14954;19857;143000;144204;-1204;0
11753;15378;143000;140702;2297;1
12974;15212;143000;141456;1543;1
14720;17174;143000;143217;-217;0
15558;15045;143000;143108;-108;0
11726;12211;143000;139701;3298;1
14242;20604;143000;143967;-967;0
17501;21736;143000;146468;-3468;0
12411;28442;143000;145194;-2194;0
13928;20025;143000;143580;-580;0
13281;19192;143000;142895;104;1
14960;18185;143000;143689;-689;0
14273;23366;143000;144845;-1845;0
14267;16026;143000;142561;438;1
18114;18894;143000;145989;-2989;0
13287;31290;143000;146657;-3657;0
16229;27842;143000;147526;-4526;0
14204;27157;143000;145977;-2977;0
15100;18354;143000;143834;-834;0
19765;17322;143000;146589;-3589;0
19420;18360;143000;146684;-3684;0
15694;23994;143000;145977;-2977;0
12721;15577;143000;141403;1596;1
12706;16947;143000;141818;1181;1
15123;19002;143000;144050;-1050;0
14558;16754;143000;142979;20;1
12264;21972;143000;143088;-88;0
14888;20455;143000;144347;-1347;0
18325;23791;143000;147649;-4649;0
13389;22693;143000;144053;-1053;0
15175;22311;143000;145112;-2112;0
17466;28188;143000;148449;-5449;0
14516;19616;143000;143841;-841;0
15825;17324;143000;143992;-992;0
13184;25040;143000;144647;-1647;0
20271;21356;143000;148176;-5176;0
17719;21955;143000;146679;-3679;0
11324;21968;143000;142467;532;1
17229;30879;143000;149128;-6128;0
17001;16810;143000;144608;-1608;0
16635;21432;143000;145802;-2802;0
14685;19668;143000;143968;-968;0
16229;12763;143000;142842;157;1
11370;25329;143000;143541;-541;0
16013;21754;143000;145492;-2492;0
13856;23002;143000;144457;-1457;0
16802;24297;143000;146802;-3802;0
16511;22237;143000;145970;-2970;0
15838;24063;143000;146094;-3094;0
15761;17540;143000;144017;-1017;0
11875;18746;143000;141829;1170;1
17345;18892;143000;145481;-2481;0
16679;27207;143000;147625;-4625;0
13132;15936;143000;141785;1214;1
14029;21021;143000;143956;-956;0
18955;19621;143000;146769;-3769;0
13956;17224;143000;142729;270;1
15186;17205;143000;143534;-534;0
18551;25769;143000;148413;-5413;0
14370;19138;143000;143596;-596;0
15214;16376;143000;143295;-295;0
16133;19982;143000;145021;-2021;0
17384;16989;143000;144916;-1916;0
14470;24888;143000;145448;-2448;0
16252;21159;143000;145465;-2465;0
19676;24046;143000;148619;-5619;0
13029;17054;143000;142064;935;1
15179;17780;143000;143708;-708;0
15505;14416;143000;142878;121;1
13739;19849;143000;143401;-401;0
15581;19197;143000;144413;-1413;0
16773;19818;143000;145392;-2392;0
13306;9741;143000;139976;3023;1
15592;28455;143000;147296;-4296;0
14404;22398;143000;144631;-1631;0
15312;22868;143000;145376;-2376;0
14211;24777;143000;145243;-2243;0
18272;22970;143000;147359;-4359;0
17866;21969;143000;146781;-3781;0
12690;20883;143000;143030;-30;0
17040;13816;143000;143703;-703;0
16453;17035;143000;144316;-1316;0
13920;20168;143000;143619;-619;0
14422;21792;143000;144455;-1455;0
14875;31215;143000;147680;-4680;0
16834;22812;143000;146362;-3362;0
10794;16823;143000;140519;2480;1
15815;20024;143000;144824;-1824;0
13690;20185;143000;143473;-473;0
17960;18832;143000;145868;-2868;0
15648;26065;143000;146590;-3590;0
17302;15426;143000;144376;-1376;0
14029;20290;143000;143729;-729;0
10346;16966;143000;140268;2731;1
16768;19484;143000;145285;-2285;0
13769;18039;143000;142858;141;1
13185;12817;143000;140851;2148;1
11014;25885;143000;143479;-479;0
16434;25183;143000;146835;-3835;0
16057;18150;143000;144402;-1402;0
12036;15900;143000;141051;1948;1
16026;25731;143000;146736;-3736;0
12367;25369;143000;144211;-1211;0
16031;23477;143000;146039;-3039;0
14063;19835;143000;143610;-610;0
17476;18703;143000;145509;-2509;0
16269;25269;143000;146753;-3753;0
20652;15559;143000;146626;-3626;0
9441;21980;143000;141229;1770;1
16487;17781;143000;144570;-1570;0
14267;14448;143000;142071;928;1
14473;8967;143000;140505;2494;1
12307;21118;143000;142851;148;1
12241;25632;143000;144209;-1209;0
9762;20833;143000;141084;1915;1
16205;13988;143000;143206;-206;0
13782;21890;143000;144063;-1063;0
17287;23639;143000;146918;-3918;0
15094;23676;143000;145483;-2483;0
12671;25413;143000;144425;-1425;0
17195;20703;143000;145945;-2945;0
15030;12062;143000;141833;1166;1
16041;19505;143000;144812;-1812;0
16962;23854;143000;146770;-3770;0
11896;19395;143000;142045;954;1
10784;23544;143000;142600;399;1
14708;22117;143000;144744;-1744;0
13614;23107;143000;144330;-1330;0
14593;19709;143000;143920;-920;0
15018;29843;143000;147349;-4349;0
17965;18947;143000;145907;-2907;0
10055;8967;143000;137591;5408;1
12803;22711;143000;143673;-673;0
15178;11949;143000;141896;1103;1
16627;22992;143000;146281;-3281;0
14432;14993;143000;142349;650;1
12430;13144;143000;140455;2544;1
13422;13265;143000;141147;1852;1
14580;10921;143000;141182;1817;1
14021;18492;143000;143165;-165;0
8585;18401;143000;139553;3446;1
12340;17845;143000;141856;1143;1
13939;21578;143000;144070;-1070;0
16221;16894;143000;144119;-1119;0
9619;21736;143000;141270;1729;1
13294;21119;143000;143502;-502;0
18558;25359;143000;148290;-5290;0
13238;24107;143000;144393;-1393;0
13817;24310;143000;144838;-1838;0
15310;16888;143000;143517;-517;0
19812;24427;143000;148827;-5827;0
16002;19755;143000;144864;-1864;0
14465;23098;143000;144889;-1889;0
14893;15460;143000;142798;201;1
13399;22293;143000;143936;-936;0
16194;15803;143000;143763;-763;0
15690;17199;143000;143864;-864;0
16954;22340;143000;146294;-3294;0
16741;22724;143000;146273;-3273;0
15952;24126;143000;146189;-3189;0
13392;18689;143000;142812;187;1
15610;9302;143000;141358;1641;1
12571;22330;143000;143401;-401;0
20357;23086;143000;148770;-5770;0
15952;17599;143000;144161;-1161;0
14855;16276;143000;143027;-27;0
12750;27335;143000;145074;-2074;0
16428;27778;143000;147637;-4637;0
14353;10085;143000;140773;2226;1
14418;22380;143000;144635;-1635;0
17663;13482;143000;144010;-1010;0
11053;12962;143000;139490;3509;1
17319;28426;143000;148426;-5426;0
10310;18296;143000;140657;2342;1
21981;14529;143000;147183;-4183;0
13866;15201;143000;142041;958;1
13418;22411;143000;143985;-985;0
17101;17253;143000;144811;-1811;0
17441;17283;143000;145045;-2045;0
15177;22670;143000;145225;-2225;0
10346;21457;143000;141663;1336;1
14816;24204;143000;145464;-2464;0
14742;24729;143000;145578;-2578;0
12348;24580;143000;143953;-953;0
12964;16196;143000;141755;1244;1
16930;18579;143000;145110;-2110;0
16254;13467;143000;143077;-77;0
11537;22519;143000;142778;221;1
17608;14632;143000;144331;-1331;0
13484;25727;143000;145059;-2059;0
14484;29643;143000;146934;-3934;0
14093;23102;143000;144645;-1645;0
13967;23117;143000;144566;-1566;0
13144;25421;143000;144739;-1739;0
15941;23116;143000;145868;-2868;0
18794;17647;143000;146050;-3050;0
17988;15804;143000;144946;-1946;0
15554;18645;143000;144224;-1224;0
17635;13384;143000;143962;-962;0
16451;13121;143000;143099;-99;0
11953;27468;143000;144590;-1590;0
10896;24813;143000;143068;-68;0
14134;20461;143000;143851;-851;0
14700;21857;143000;144658;-1658;0
16140;21341;143000;145447;-2447;0
14279;11969;143000;141309;1690;1
17555;14552;143000;144272;-1272;0
15421;21152;143000;144915;-1915;0
17068;22463;143000;146408;-3408;0
13268;19229;143000;142898;101;1
13789;15984;143000;142233;766;1
16146;20436;143000;145170;-2170;0
15745;16594;143000;143712;-712;0
7830;21712;143000;140083;2916;1
15085;21629;143000;144841;-1841;0
22532;27247;143000;151497;-8497;0
16592;20056;143000;145346;-2346;0
12333;28046;143000;145020;-2020;0
13442;24608;143000;144683;-1683;0
14920;22325;143000;144949;-1949;0
14694;22226;143000;144769;-1769;0
16616;32597;143000;149258;-6258;0
16463;26857;143000;147374;-4374;0
14971;21324;143000;144671;-1671;0
16144;17676;143000;144312;-1312;0
17708;27678;143000;148450;-5450;0
17166;9468;143000;142436;563;1
14188;15051;143000;142206;793;1
11251;19596;143000;141682;1317;1
16488;26423;143000;147256;-4256;0
14870;14369;143000;142444;555;1
11878;20733;143000;142448;551;1
12843;16460;143000;141757;1242;1
13353;20039;143000;143205;-205;0
13179;22670;143000;143908;-908;0
12948;24236;143000;144242;-1242;0
16246;14700;143000;143454;-454;0
15174;12216;143000;141976;1023;1
11476;23522;143000;143050;-50;0
16973;16164;143000;144389;-1389;0
13193;18656;143000;142670;329;1
15849;22274;143000;145545;-2545;0
18105;22070;143000;146970;-3970;0
15326;20196;143000;144555;-1555;0
15619;23130;143000;145660;-2660;0
11931;19188;143000;142003;996;1
17861;25952;143000;148015;-5015;0
16878;19234;143000;145280;-2280;0
16622;19816;143000;145292;-2292;0
19380;19803;143000;147106;-4106;0
19061;23182;143000;147945;-4945;0
10831;19951;143000;141515;1484;1
15436;19534;143000;144422;-1422;0
15742;17203;143000;143900;-900;0
13982;14517;143000;141905;1094;1
12079;15013;143000;140804;2195;1
14506;16860;143000;142978;21;1
17346;20634;143000;146023;-3023;0
13523;21529;143000;143780;-780;0
14473;25833;143000;145744;-2744;0
12971;21320;143000;143351;-351;0
13310;17770;143000;142472;527;1
16364;27554;143000;147525;-4525;0
14300;16975;143000;142878;121;1
16113;18590;143000;144575;-1575;0
11743;20479;143000;142280;719;1
17612;15325;143000;144549;-1549;0
15662;23581;143000;145828;-2828;0
15530;22397;143000;145373;-2373;0
14230;21334;143000;144186;-1186;0
11732;15196;143000;140632;2367;1
9660;21786;143000;141313;1686;1
15232;18548;143000;143981;-981;0
9570;20162;143000;140749;2250;1
15029;14174;143000;142489;510;1
13234;16163;143000;141923;1076;1
12420;27941;143000;145045;-2045;0
15823;17585;143000;144072;-1072;0
16077;20140;143000;145033;-2033;0
20211;18566;143000;147270;-4270;0
15104;16109;143000;143139;-139;0
14571;20393;143000;144118;-1118;0
16319;21277;143000;145546;-2546;0
16152;23840;143000;146232;-3232;0
14638;22848;143000;144925;-1925;0
19358;12323;143000;144768;-1768;0
15773;18023;143000;144175;-1175;0
17095;18131;143000;145080;-2080;0
16336;15821;143000;143862;-862;0
13436;20566;143000;143424;-424;0
12767;14863;143000;141211;1788;1
15506;19491;143000;144455;-1455;0
9559;21042;143000;141015;1984;1
17593;29056;143000;148802;-5802;0
19249;13727;143000;145132;-2132;0
13413;17418;143000;142431;568;1
11771;11977;143000;139658;3341;1
14778;15052;143000;142596;403;1
18561;17515;143000;145855;-2855;0
13820;23188;143000;144491;-1491;0
11568;19365;143000;141819;1180;1
12931;22257;143000;143616;-616;0
11593;21396;143000;142466;533;1
14521;19384;143000;143772;-772;0
14307;30019;143000;146934;-3934;0
13857;16378;143000;142400;599;1
14782;9990;143000;141026;1973;1
16777;22429;143000;146205;-3205;0
15358;13114;143000;142376;623;1
18024;20476;143000;146421;-3421;0
14454;21706;143000;144449;-1449;0
18571;22276;143000;147341;-4341;0
9766;24851;143000;142335;664;1
10968;15960;143000;140366;2633;1
15850;20224;143000;144909;-1909;0
21036;25864;143000;150081;-7081;0
12949;19457;143000;142758;241;1
12051;16256;143000;141172;1827;1
15405;18263;143000;144007;-1007;0
13060;17379;143000;142186;813;1
19487;27589;143000;149595;-6595;0
15248;15757;143000;143125;-125;0
15192;18962;143000;144083;-1083;0
14452;20622;143000;144111;-1111;0
16905;21249;143000;145923;-2923;0
16502;18849;143000;144912;-1912;0
11613;21261;143000;142438;561;1
13749;17552;143000;142694;305;1
13215;19523;143000;142954;45;1
15293;8679;143000;140956;2043;1
13051;17546;143000;142232;767;1
14173;16001;143000;142492;507;1
14904;19825;143000;144162;-1162;0
12778;22907;143000;143717;-717;0
15914;17345;143000;144057;-1057;0
11562;23399;143000;143068;-68;0
22394;14219;143000;147359;-4359;0
16224;22263;143000;145789;-2789;0
18280;25089;143000;148023;-5023;0
14659;20365;143000;144168;-1168;0
12898;20491;143000;143046;-46;0
12567;15095;143000;141151;1848;1
17505;15740;143000;144608;-1608;0
19051;26469;143000;148960;-5960;0
10252;20439;143000;141285;1714;1
17510;20101;143000;145966;-2966;0
13846;20836;143000;143778;-778;0
12681;25001;143000;144304;-1304;0
21127;15958;143000;147064;-4064;0
16835;18549;143000;145038;-2038;0
12027;14430;143000;140589;2410;1
14534;20741;143000;144202;-1202;0
14295;14930;143000;142239;760;1
16773;20260;143000;145529;-2529;0
15798;24003;143000;146049;-3049;0
15309;9977;143000;141370;1629;1
17951;28849;143000;148974;-5974;0
14779;36232;143000;149176;-6176;0
13240;20963;143000;143418;-418;0
19385;27858;143000;149611;-6611;0
17143;17071;143000;144782;-1782;0
11059;25151;143000;143281;-281;0
17089;23377;143000;146706;-3706;0
16056;19606;143000;144853;-1853;0
13324;27103;143000;145380;-2380;0
17874;21741;143000;146715;-3715;0
11017;23713;143000;142806;193;1
12601;17129;143000;141806;1193;1
16952;26978;143000;147734;-4734;0
13777;17197;143000;142602;397;1
13394;22251;143000;143919;-919;0
10562;16049;143000;140126;2873;1
16259;17915;143000;144462;-1462;0
18896;25749;143000;148634;-5634;0
13948;23957;143000;144815;-1815;0
15702;25761;143000;146532;-3532;0
16341;25613;143000;146907;-3907;0
11216;25501;143000;143493;-493;0
13440;19369;143000;143055;-55;0
19641;16431;143000;146231;-3231;0
15783;20333;143000;144899;-1899;0
16877;21079;143000;145852;-2852;0
15576;20976;143000;144962;-1962;0
15526;30704;143000;147951;-4951;0
13221;16702;143000;142082;917;1
18276;26036;143000;148314;-5314;0
23704;21083;143000;150355;-7355;0
15615;15640;143000;143330;-330;0
15534;22026;143000;145261;-2261;0
14162;16912;143000;142767;232;1
14014;27024;143000;145811;-2811;0
14142;24882;143000;145230;-2230;0
17156;19028;143000;145399;-2399;0
13749;21546;143000;143935;-935;0
19052;19686;143000;146853;-3853;0
16391;14123;143000;143371;-371;0
14719;23499;143000;145181;-2181;0
17518;20176;143000;145994;-2994;0
15466;16274;143000;143429;-429;0
19616;11748;143000;144760;-1760;0
13915;23880;143000;144769;-1769;0
10793;14723;143000;139866;3133;1
12429;20809;143000;142835;164;1
17567;18369;143000;145465;-2465;0
15269;19684;143000;144358;-1358;0
16932;19854;143000;145508;-2508;0
14114;22548;143000;144486;-1486;0
12693;15498;143000;141360;1639;1
13387;13423;143000;141173;1826;1
15122;16898;143000;143396;-396;0
13880;23551;143000;144644;-1644;0
15520;26045;143000;146500;-3500;0
18486;24856;143000;148086;-5086;0
16186;23385;143000;146113;-3113;0
11057;15165;143000;140177;2822;1
14133;24303;143000;145044;-2044;0
14007;15259;143000;142152;847;1
17574;18707;143000;145575;-2575;0
15707;21220;143000;145124;-2124;0
15977;20688;143000;145137;-2137;0
15386;21406;143000;144970;-1970;0
10397;12489;143000;138911;4088;1
17100;17590;143000;144915;-1915;0
14698;31905;143000;147778;-4778;0
13787;21513;143000;143949;-949;0
13246;22410;143000;143871;-871;0
12012;25206;143000;143926;-926;0
20898;18244;143000;147623;-4623;0
15683;29071;143000;147547;-4547;0
10776;9528;143000;138241;4758;1
15089;26758;143000;146437;-3437;0
15645;25434;143000;146392;-3392;0
12326;17276;143000;141670;1329;1
17765;14297;143000;144331;-1331;0
13393;24864;143000;144730;-1730;0
10854;21534;143000;142022;977;1
15299;24000;143000;145719;-2719;0
15347;21746;143000;145050;-2050;0
16504;12779;143000;143028;-28;0
15788;23782;143000;145974;-2974;0
13432;24702;143000;144706;-1706;0
14455;19083;143000;143635;-635;0
17262;21434;143000;146216;-3216;0
11860;12668;143000;139931;3068;1
10587;26083;143000;143259;-259;0
13895;13923;143000;141663;1336;1
12860;21227;143000;143249;-249;0
15862;15064;143000;143314;-314;0
16255;21912;143000;145701;-2701;0
13017;19291;143000;142751;248;1
14007;17660;143000;142898;101;1
14587;8526;143000;140443;2556;1
10944;25154;143000;143206;-206;0
10275;19134;143000;140895;2104;1
15455;31567;143000;148172;-5172;0
16995;16553;143000;144524;-1524;0
11044;20694;143000;141886;1113;1
18423;21557;143000;147020;-4020;0
14285;15767;143000;142493;506;1
14549;18802;143000;143610;-610;0
13027;10612;143000;140062;2937;1
19588;19063;143000;147013;-4013;0
10899;21035;143000;141897;1102;1
15761;18184;143000;144217;-1217;0
16726;14985;143000;143859;-859;0
16939;22619;143000;146371;-3371;0
12844;26538;143000;144888;-1888;0
14563;14932;143000;142417;582;1
15652;18606;143000;144276;-1276;0
13537;19280;143000;143091;-91;0
14999;24440;143000;145658;-2658;0
12857;16332;143000;141727;1272;1
14975;29263;143000;147140;-4140;0
12814;17095;143000;141935;1064;1
12928;20490;143000;143065;-65;0
11245;24202;143000;143109;-109;0
7816;25031;143000;141105;1894;1
17660;22604;143000;146842;-3842;0
9595;14474;143000;138999;4000;1
16742;25891;143000;147258;-4258;0
19980;11732;143000;144995;-1995;0
17391;23134;143000;146829;-3829;0
15935;19258;143000;144665;-1665;0
17828;25505;143000;147854;-4854;0
13875;13693;143000;141578;1421;1
13052;20621;143000;143188;-188;0
14444;15441;143000;142496;503;1
12109;13071;143000;140221;2778;1
13944;19205;143000;143336;-336;0
18177;22074;143000;147018;-4018;0
15847;20986;143000;145144;-2144;0
21490;24413;143000;149929;-6929;0
13251;23748;143000;144290;-1290;0
18990;12077;143000;144449;-1449;0
14011;25459;143000;145323;-2323;0
16790;26175;143000;147378;-4378;0
13673;22706;143000;144245;-1245;0
14103;22452;143000;144449;-1449;0
17088;12333;143000;143274;-274;0
12689;23260;143000;143768;-768;0
12374;24955;143000;144087;-1087;0
12342;19781;143000;142459;540;1
13836;19488;143000;143353;-353;0
13998;10722;143000;140737;2262;1
19520;17704;143000;146546;-3546;0
19725;21575;143000;147884;-4884;0
13739;19750;143000;143370;-370;0
11804;23876;143000;143376;-376;0
16445;24464;143000;146619;-3619;0
18359;15650;143000;145143;-2143;0
12481;14265;143000;140837;2162;1
14435;15449;143000;142493;506;1
14236;15504;143000;142379;620;1
16031;22390;143000;145701;-2701;0
11327;19864;143000;141815;1184;1
14736;25270;143000;145742;-2742;0
20403;15230;143000;146360;-3360;0
13803;22198;143000;144173;-1173;0
15718;23448;143000;145824;-2824;0
13590;23581;143000;144462;-1462;0
15765;13805;143000;142859;140;1
17462;15604;143000;144537;-1537;0
17859;10080;143000;143083;-83;0
17554;20541;143000;146131;-3131;0
19407;17485;143000;146404;-3404;0
18266;17399;143000;145625;-2625;0
10917;20334;143000;141691;1308;1
13123;24174;143000;144338;-1338;0
15624;13489;143000;142668;331;1
15883;22858;143000;145749;-2749;0
15406;25878;143000;146373;-3373;0
18441;11664;143000;143959;-959;0
15126;17556;143000;143603;-603;0
13952;22023;143000;144217;-1217;0
14178;28255;143000;146301;-3301;0
12254;22563;143000;143265;-265;0
15305;20883;143000;144755;-1755;0
14023;20619;143000;143827;-827;0
12970;14051;143000;141093;1906;1
14425;15973;143000;142649;350;1
10367;24390;143000;142588;411;1
15621;12480;143000;142353;646;1
6294;22627;143000;139355;3644;1
13132;24888;143000;144566;-1566;0
20055;23929;143000;148833;-5833;0
13215;17939;143000;142462;537;1
18084;18245;143000;145768;-2768;0
15839;14973;143000;143271;-271;0
16519;18384;143000;144779;-1779;0
17131;19375;143000;145490;-2490;0
17044;16984;143000;144690;-1690;0
14772;23516;143000;145221;-2221;0
16562;16063;143000;144086;-1086;0
19300;18346;143000;146601;-3601;0
15873;21269;143000;145249;-2249;0
12741;22982;143000;143716;-716;0
12352;17585;143000;141783;1216;1
16607;27483;143000;147663;-4663;0
13844;19690;143000;143421;-421;0
16540;26803;143000;147408;-4408;0
15523;24379;143000;145984;-2984;0
14669;16785;143000;143062;-62;0
10431;14840;143000;139664;3335;1
9023;17298;143000;139499;3500;1
15763;19307;143000;144567;-1567;0
16529;20187;143000;145345;-2345;0
16253;15283;143000;143640;-640;0
14866;10323;143000;141185;1814;1
15935;14076;143000;143056;-56;0
12527;23486;143000;143731;-731;0
16694;18067;143000;144796;-1796;0
15017;11316;143000;141593;1406;1
16091;17132;143000;144108;-1108;0
10607;23675;143000;142524;475;1
17163;14562;143000;144016;-1016;0
12668;15864;143000;141457;1542;1
13705;23585;143000;144539;-1539;0
14470;23602;143000;145049;-2049;0
18617;17586;143000;145914;-2914;0
15115;19014;143000;144049;-1049;0
12941;23265;143000;143936;-936;0
16533;14289;143000;143516;-516;0
20338;29393;143000;150717;-7717;0
14203;14427;143000;142023;976;1
16931;26621;143000;147609;-4609;0
13137;22540;143000;143840;-840;0
17818;14257;143000;144353;-1353;0
16190;17962;143000;144431;-1431;0
15820;17964;143000;144187;-1187;0
12547;15953;143000;141405;1594;1
12469;23662;143000;143748;-748;0
15433;22291;143000;145276;-2276;0
17712;23530;143000;147164;-4164;0
13918;23249;143000;144575;-1575;0
16044;15989;143000;143722;-722;0
12971;22939;143000;143854;-854;0
13679;16388;143000;142286;713;1
13657;13820;143000;141474;1525;1
17320;15744;143000;144487;-1487;0
17546;21913;143000;146552;-3552;0
18167;24634;143000;147807;-4807;0
17870;24743;143000;147645;-4645;0
10420;27540;143000;143601;-601;0
12357;9083;143000;139145;3854;1
15066;29463;143000;147262;-4262;0
10542;16380;143000;140215;2784;1
14606;17816;143000;143341;-341;0
15166;18097;143000;143798;-798;0
